date,overpass_idx,pass_time_utc,pass_time_local,pass_utc_hour,pass_local_hour,solar_zenith_mean_pass,modis_lat,modis_lon,snap_distance_deg,month,gedi_lon,gedi_lat,x,y,rh50,rh75,rh98,rh100,dem,corine_class,corine_label,lulc,state,month_int,Solar_Zenith_Day,Sensor_Zenith_Day,Cloud_Fraction_Day,Cloud_Top_Height,Cloud_Top_Pressure_Day,Cloud_Top_Temperature_Day,Cloud_Effective_Emissivity_Day,Surface_Temperature,Cloud_Phase_Optical_Properties,Cloud_Phase_Infrared_1km,Cloud_Multi_Layer_Flag,Cirrus_Reflectance,Cloud_Optical_Thickness,Cloud_Optical_Thickness_16,Cloud_Effective_Radius,Cloud_Effective_Radius_16,Cloud_Water_Path,Sur_Reflectance_Red,Sur_Reflectance_NIR,Sur_Reflectance_Blue,Sur_Reflectance_Green,Sur_Reflectance_SWIR,retrieval_qc_ok
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.615,12.895,0.0032004684,May 2019,12.892313748906371,50.61674081430353,4525650.0,3060150.0,17.849405,24.313078,30.644253,32.435673,784.4321,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,32.914925,64.65055,1.0,7017.176,406.9147,-14909.874,0.8254707,-14865.381,2.0,6.0,,0.0626,,,,,,0.4657404,0.5451626,0.5150527,0.46061087,0.35890222,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.615,12.905,0.003218075,May 2019,12.905132475579665,50.61821701464534,4526550.0,3060350.0,10.615165,20.145542,26.61704,28.62037,775.0597,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,32.91217,64.65416,1.0,7145.3413,400.39642,-14910.942,0.80784523,-14865.359,2.0,6.0,,0.06297865,,,,,,0.46734068,0.545862,0.520258,0.46250978,0.4952893,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.615,12.915,0.004123042,May 2019,12.913660163219962,50.61890096231263,4527150.0,3060450.0,0.0,1.64,23.99,27.7,729.5101,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,32.908203,64.65521,1.0,7190.1953,398.07968,-14911.316,0.80123895,-14865.331,2.0,6.0,,0.05662269,,,,,,0.4769914,0.5557267,0.52908593,0.47163978,1.3391758,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.615,12.925,0.0061347536,May 2019,12.92224403020499,50.62048244291234,4527750.0,3060650.0,0.11,1.64,6.4,11.0,660.2527,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,32.904095,64.656425,1.0,7239.1265,395.56415,-14911.72,0.794081,-14865.302,2.0,1.0,,0.05061006,,,,,,0.48608837,0.56500703,0.5376763,0.48030084,2.1413605,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.625,12.895,0.0028412833,May 2019,12.896937670954774,50.622921515790615,4525950.0,3060850.0,7.312403,15.880619,24.342184,27.063564,761.9937,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,32.912434,64.655045,1.0,7176.9175,398.7893,-14911.207,0.8036185,-14865.36,2.0,6.0,,0.064522035,,,,,,0.4658921,0.54403955,0.52003574,0.4612163,0.35820338,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.625,12.905,0.0016551365,May 2019,12.904053932629616,50.623641714922655,4526450.0,3060950.0,18.94,24.0,30.21,31.82,742.8008,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,32.912395,64.65511,1.0,7179.371,398.6645,-14911.226,0.80328274,-14865.359,2.0,6.0,,0.06455155,,,,,,0.46589437,0.54402226,0.5201122,0.46122557,0.35819262,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.625,12.915,0.00048721777,May 2019,12.91546273654063,50.62515238353619,4527250.0,3061150.0,3.616251,10.266866,20.722921,22.602762,679.1683,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,32.912357,64.65518,1.0,7181.8223,398.53983,-14911.247,0.80294746,-14865.359,2.0,6.0,,0.064581044,,,,,,0.46589667,0.54400504,0.5201887,0.46123484,0.3581819,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.625,12.925,0.0017590036,May 2019,12.925460052012532,50.6266978284455,4527950.0,3061350.0,0.44240206,2.9984958,7.2916355,9.210741,661.6142,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,32.91232,64.65525,1.0,7184.28,398.4148,-14911.268,0.80261123,-14865.359,2.0,6.0,,0.064610615,,,,,,0.46589905,0.54398775,0.5202654,0.46124414,0.35817116,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.625,12.965,0.0021113784,May 2019,12.963646428979734,50.62662029334788,4530650.0,3061450.0,9.076417,21.349775,28.13067,30.109938,614.4993,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,32.92098,64.53386,1.0,7325.366,391.2317,-14912.451,0.8154472,-14865.342,2.0,1.0,1.0,0.062403154,,,,,,0.49893954,0.5727795,0.552035,0.4938945,2.3825493,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.625,12.975,0.004228875,May 2019,12.972233434428484,50.62819802865716,4531250.0,3061650.0,0.48742124,8.342083,14.381394,16.322409,658.2221,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,32.92068,64.53407,1.0,7329.548,391.02258,-14912.484,0.81480926,-14865.338,2.0,1.0,1.0,0.06243906,,,,,,0.49885494,0.5726479,0.55223435,0.4938596,2.382549,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.625,12.985,0.00466566,May 2019,12.985057894452224,50.62966529669857,4532150.0,3061850.0,-0.03,1.12,4.0,6.32,672.18933,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,32.920387,64.534294,1.0,7333.772,390.81137,-14912.52,0.814165,-14865.337,2.0,1.0,1.0,0.06247533,,,,,,0.49876952,0.57251513,0.5524358,0.49382436,2.382549,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.625,12.995,0.0062049567,May 2019,12.995058523012878,50.63120467969496,4532850.0,3062050.0,-0.14,0.93,3.14,4.49,726.6183,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,32.92009,64.534515,1.0,7338.0117,390.59937,-14912.555,0.8135182,-14865.333,2.0,1.0,1.0,0.062511735,,,,,,0.4986838,0.57238185,0.552638,0.49378902,2.382549,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.635,12.885,0.0009853957,May 2019,12.884890952744598,50.63401900369402,4525050.0,3062050.0,1.1950554,14.318199,26.706642,28.943388,795.889,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,32.92312,64.65463,1.0,7057.764,405.34067,-14910.247,0.8218803,-14865.427,2.0,6.0,,0.05458762,,,,,,0.52021503,0.59153134,0.5681305,0.5092298,1.2306881,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.635,12.895,0.00036920543,May 2019,12.89483370419253,50.63466891920422,4525750.0,3062150.0,2.24,20.17,27.21,29.04,775.48083,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,32.923187,64.65462,1.0,7056.645,405.4004,-14910.237,0.8220445,-14865.427,2.0,6.0,,0.054566786,,,,,,0.5202047,0.5915274,0.56808615,0.5092126,1.2247062,False
2019-05-11,0,2019-05-11T10:50:00+00:00,2019-05-11T12:50:00+02:00,10.833333,12.833333,35.551395,50.635,12.905,0.001229273,May 2019,12.904832358706951,50.6362161467011,4526450.0,3062350.0,14.026703,17.641562,22.798399,24.455141,738.44775,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,32.92206,64.65479,1.0,7073.2236,404.50885,-14910.374,0.81958354,-14865.419,2.0,6.0,,0.055635042,,,,,,0.5146127,0.58660173,0.5632655,0.50427914,1.1302229,False
