date,overpass_idx,pass_time_utc,pass_time_local,pass_utc_hour,pass_local_hour,solar_zenith_mean_pass,modis_lat,modis_lon,snap_distance_deg,month,gedi_lon,gedi_lat,x,y,rh50,rh75,rh98,rh100,dem,corine_class,corine_label,lulc,state,month_int,Solar_Zenith_Day,Sensor_Zenith_Day,Cloud_Fraction_Day,Cloud_Top_Height,Cloud_Top_Pressure_Day,Cloud_Top_Temperature_Day,Cloud_Effective_Emissivity_Day,Surface_Temperature,Cloud_Phase_Optical_Properties,Cloud_Phase_Infrared_1km,Cloud_Multi_Layer_Flag,Cirrus_Reflectance,Cloud_Optical_Thickness,Cloud_Optical_Thickness_16,Cloud_Effective_Radius,Cloud_Effective_Radius_16,Cloud_Water_Path,Sur_Reflectance_Red,Sur_Reflectance_NIR,Sur_Reflectance_Blue,Sur_Reflectance_Green,Sur_Reflectance_SWIR,retrieval_qc_ok
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.635,12.965,0.0022994517,May 2019,12.96404359726769,50.63290727380483,4530650.0,3062150.0,-0.03500013,1.1549996,9.619994,11.284993,634.70734,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,29.49,64.64,1.0,9903.4,277.75998,-14923.957,0.63276,-14854.753,2.0,2.0,,0.0964,,,,,,0.2995821,0.42743453,0.32817417,0.2987263,2.397474,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.635,12.995,0.002941343,May 2019,12.9925776211851,50.63666689414689,4532650.0,3062650.0,0.28537765,2.0413382,7.066067,9.004253,711.4461,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.527826,64.52146,1.0,9684.173,284.37387,-14922.395,0.6376135,-14854.73,3.0,2.0,1.0,0.0832,,,,,,0.28792247,0.42613834,0.31971177,0.284997,0.2554871,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.635,13.005,0.0013620707,May 2019,13.005117351666792,50.6336413057555,4533550.0,3062350.0,0.8253292,4.3252206,18.39985,21.056055,641.8477,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,29.524673,64.52107,1.0,9712.249,283.55087,-14922.585,0.6380294,-14854.726,3.0,2.0,1.0,0.08345883,,,,,,0.28461984,0.42360032,0.31658503,0.28226486,0.5634987,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.635,13.015,0.0015383126,May 2019,13.016531938423014,50.63514192576256,4534350.0,3062550.0,0.09606229,2.3945863,12.826846,15.729199,626.66223,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,29.518774,64.520325,1.0,9760.324,282.13263,-14922.912,0.6388494,-14854.716,3.0,2.0,1.0,0.08445812,,,,,,0.27470088,0.41591173,0.30830047,0.27447185,0.998407,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.635,13.025,0.00082182995,May 2019,13.02506440519814,50.63581759387998,4534950.0,3062650.0,0.4875449,2.3928783,18.997149,22.511951,593.057,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,29.510967,64.519356,1.0,9831.718,280.04376,-14923.396,0.6398625,-14854.7,3.0,2.0,1.0,0.08719802,,,,,,0.2523923,0.3984309,0.29084554,0.25732994,1.1750726,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.635,13.035,0.0023561423,May 2019,13.035067697224076,50.63735348667151,4535650.0,3062850.0,-0.18,0.71,2.532264,4.743319,626.2167,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,29.505905,64.51872,1.0,9914.44,277.69522,-14923.95,0.6401811,-14854.689,3.0,2.0,1.0,0.09119833,,,,,,0.22485808,0.37657967,0.26959106,0.23616241,0.65299284,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,12.915,0.0011345957,May 2019,12.913865491445206,50.64498359318161,4527050.0,3063350.0,-0.11,0.82,2.69,3.51,674.26953,11.0,"Artificial surfaces; artificial, non-agricultural vegetated areas; sport and leisure facilities",Sport & leisure,Sachsen,5,29.560339,64.64456,1.0,9523.04,291.34805,-14921.179,0.6354396,-14854.857,2.0,2.0,,0.1346,,,,,,0.32366082,0.43227407,0.36620882,0.33579743,1.0553336,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,12.925,0.0019029008,May 2019,12.923866997736411,50.64652915159044,4527750.0,3063550.0,2.13,15.26,22.26,23.31,713.21515,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.5578,64.64466,1.0,9535.819,290.709,-14921.281,0.63533086,-14854.854,2.0,2.0,,0.13170311,,,,,,0.33254522,0.44087306,0.37212747,0.3419615,0.9840741,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,12.935,0.0030503918,May 2019,12.93528204564133,50.648037821158326,4528550.0,3063750.0,15.255283,22.078426,28.6184,30.038214,767.84796,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.549885,64.644844,1.0,9570.663,288.9668,-14921.558,0.63515884,-14854.843,2.0,2.0,,0.12221133,,,,,,0.3622511,0.46965587,0.39190555,0.36269072,0.6414478,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,12.945,0.0017094922,May 2019,12.944890065271872,50.64329448452843,4529250.0,3063250.0,18.3,23.8,28.93,30.62,684.8583,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.542402,64.64493,1.0,9601.243,287.43787,-14921.804,0.6350752,-14854.833,2.0,2.0,,0.114373006,,,,,,0.38708976,0.49369487,0.40861246,0.38009274,0.32889304,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,12.955,0.0013202385,May 2019,12.956305019392795,50.6448010713322,4530050.0,3063450.0,-0.09584189,1.1095335,3.9061265,5.4453754,615.3261,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,29.52789,64.64474,1.0,9650.0,285.0,-14922.191,0.6352637,-14854.8125,2.0,2.0,,0.1152,,,,,,0.38677803,0.49287757,0.4109008,0.38045147,0.3285148,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,12.985,0.001893036,May 2019,12.984502669758404,50.643173824549685,4532050.0,3063350.0,15.213065,21.19841,27.791416,29.64,652.10504,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.585905,64.524,1.0,9448.856,295.0572,-14920.536,0.6307402,-14854.814,3.0,2.0,1.0,0.1006,,,,,,0.3531561,0.46331376,0.37750655,0.35110587,0.31845337,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,12.995,0.0005711811,May 2019,12.994506172241078,50.64471323825187,4532750.0,3063550.0,15.779881,23.079554,29.616798,31.540154,685.27594,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.55905,64.52317,1.0,9567.942,289.60342,-14921.477,0.63357556,-14854.775,3.0,2.0,1.0,0.09594162,,,,,,0.33512148,0.45248285,0.36312163,0.33308583,0.3008728,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.005,0.001343757,May 2019,13.004510341467643,50.64625177927014,4533450.0,3063750.0,13.083655,17.15122,22.669172,24.863237,651.4937,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.52817,64.52113,1.0,9710.071,283.93283,-14922.549,0.6375753,-14854.73,3.0,2.0,1.0,0.08596248,,,,,,0.291125,0.426772,0.32253754,0.28930685,0.77125525,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.015,0.0034041856,May 2019,13.013102363738996,50.64782643615196,4534050.0,3063950.0,5.7256336,8.471329,13.946006,16.364958,604.32196,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.515194,64.51988,1.0,9796.687,281.07587,-14923.157,0.63928026,-14854.708,3.0,2.0,1.0,0.084237255,,,,,,0.27468732,0.41596738,0.30718154,0.27404824,1.4898186,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.025,0.0029340847,May 2019,13.025469919531306,50.642104310193176,4534950.0,3063350.0,-0.14,0.71,2.3296552,3.3396552,634.44446,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,29.509613,64.51919,1.0,9846.397,279.61874,-14923.496,0.6400167,-14854.698,3.0,2.0,1.0,0.08469554,,,,,,0.26883993,0.41147378,0.30164558,0.26921093,2.0351632,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.035,0.0023484982,May 2019,13.03688724448063,50.643602896795805,4535750.0,3063550.0,0.14593111,1.8039109,9.075594,11.8160515,581.9411,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,29.505905,64.51872,1.0,9879.423,278.6507,-14923.72,0.6405059,-14854.692,3.0,2.0,1.0,0.085,,,,,,0.264955,0.40848827,0.29796758,0.26599717,2.3974738,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.065,0.0026801075,May 2019,13.06655289238714,50.64281637942619,4537850.0,3063550.0,0.73780006,2.3162818,9.162687,12.040953,449.20984,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,29.527761,64.398186,1.0,9769.9375,281.76346,-14922.993,0.6423443,-14854.6455,3.0,2.0,1.0,0.107599996,1.26,,28.98,,21.999998,0.18434276,0.35366285,0.24453682,0.20701322,0.21059486,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.075,0.0021571189,May 2019,13.076500156372738,50.64345058023064,4538550.0,3063650.0,4.94,13.02,25.9,28.52,530.2801,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,29.526844,64.39807,1.0,9785.997,281.35635,-14923.083,0.6434409,-14854.643,3.0,2.0,1.0,0.10899274,1.2754749,,28.733948,,22.154749,0.18512826,0.3542902,0.24454856,0.2076224,0.2098475,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.085,0.0013198331,May 2019,13.083681447390148,50.64505771077206,4539050.0,3063850.0,-0.16000003,0.72499996,2.41,3.61,579.9005,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,29.52516,64.397865,1.0,9815.344,280.61246,-14923.249,0.6454448,-14854.638,3.0,2.0,1.0,0.11153771,1.3037524,,28.284338,,22.437525,0.18656361,0.35543653,0.24457003,0.20873559,0.20848186,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.095,0.0015533497,May 2019,13.09510140969769,50.64655051104641,4539850.0,3064050.0,-0.19782467,0.7623658,2.6948745,4.17998,611.1888,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,29.523193,64.39762,1.0,9849.609,279.74387,-14923.44,0.6477845,-14854.632,3.0,2.0,1.0,0.11450934,1.3367704,,27.75935,,22.767704,0.1882396,0.3567751,0.24459508,0.21003537,0.20688723,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.645,13.105,0.0030817913,May 2019,13.105109352718085,50.64808029210892,4540550.0,3064250.0,9.0774765,14.404518,24.581335,27.654959,621.2657,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.52181,64.397446,1.0,9873.717,279.13275,-14923.576,0.64943063,-14854.629,3.0,2.0,1.0,0.11659999,1.3599999,,27.390001,,23.0,0.18941872,0.3577168,0.24461272,0.21094982,0.20576537,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,12.905,0.0017612454,May 2019,12.90447657564444,50.65331702663392,4526350.0,3064250.0,18.11,22.68,27.7,28.78,728.5633,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.561132,64.64383,1.0,9498.089,292.59558,-14920.981,0.6361722,-14854.858,2.0,2.0,,0.14064038,,,,,,0.3122368,0.42438844,0.35225546,0.32051244,1.6604654,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,12.915,0.0011950961,May 2019,12.915948505273532,50.6557257730182,4527150.0,3064550.0,11.063157,16.702972,22.688486,23.858746,711.97974,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.557053,64.64492,1.0,9546.275,290.18628,-14921.365,0.63507634,-14854.854,2.0,2.0,,0.13527554,,,,,,0.32120758,0.43009484,0.36428052,0.33305785,1.3981382,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,12.925,0.0030012259,May 2019,12.92312606823056,50.657342925442784,4527650.0,3064750.0,-0.22,1.08,3.78,5.05,675.32874,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,29.556093,64.64513,1.0,9555.756,289.7122,-14921.439,0.6348799,-14854.852,2.0,2.0,,0.1346,,,,,,0.322183,0.43064317,0.36574647,0.33450243,1.4011939,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,12.935,0.0009540022,May 2019,12.93567568152724,50.65432487902903,4528550.0,3064450.0,17.736752,22.6922,27.502035,28.702225,700.83954,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.55561,64.64519,1.0,9559.47,289.52652,-14921.47,0.6348164,-14854.851,2.0,2.0,,0.1346,,,,,,0.32201526,0.43045813,0.365694,0.33435547,1.4404504,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,12.945,0.0011041632,May 2019,12.945679925919634,50.65586852759841,4529250.0,3064650.0,4.485002,19.965,27.430002,28.89,696.62,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.55513,64.64524,1.0,9563.166,289.34167,-14921.498,0.63475317,-14854.849,2.0,2.0,,0.13459998,,,,,,0.32184827,0.43027383,0.36564174,0.33420914,1.479524,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,12.985,0.0008079387,May 2019,12.985303148075197,50.65574755024405,4532050.0,3064750.0,-0.124999985,0.82,2.595,3.405,637.757,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,29.566986,64.523766,1.0,9542.999,290.70267,-14921.282,0.6323967,-14854.787,3.0,2.0,1.0,0.100689866,,,,,,0.3525238,0.46201268,0.37965497,0.35090122,0.3175492,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,12.995,0.0023089342,May 2019,12.995309371856017,50.65728687789598,4532750.0,3064950.0,-0.03,1.1750001,3.83,5.065,605.24255,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,29.565485,64.523735,1.0,9550.459,290.3576,-14921.341,0.63252795,-14854.784,3.0,2.0,1.0,0.10069699,,,,,,0.35247368,0.46190953,0.3798252,0.350885,0.31747752,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.005,0.0036244392,May 2019,13.006268604135576,50.65160356298628,4533550.0,3064350.0,-0.2004346,0.85981053,2.9981496,4.588584,612.40564,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.56398,64.52373,1.0,9557.947,290.01138,-14921.4,0.63265973,-14854.783,3.0,2.0,1.0,0.10070413,,,,,,0.35242343,0.4618061,0.3799961,0.35086873,0.31740567,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.015,0.0023641498,May 2019,13.013448697231931,50.65321507556651,4534050.0,3064550.0,17.333649,21.16206,26.239805,27.914541,610.80334,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,29.551884,64.52277,1.0,9624.23,287.60278,-14921.883,0.6342363,-14854.764,3.0,2.0,1.0,0.09776799,,,,,,0.3359968,0.45173404,0.36476758,0.33495617,0.7070171,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.025,0.00031281816,May 2019,13.024868341099346,50.65471484015652,4534850.0,3064750.0,14.428332,17.835552,23.32879,25.211437,587.0246,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,29.505903,64.51872,1.0,9879.423,278.6507,-14923.72,0.6405059,-14854.69,3.0,2.0,1.0,0.085,,,,,,0.264955,0.4084883,0.29796758,0.26599717,2.3974738,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.055,0.0011619445,May 2019,13.05454117961122,50.65393139057823,4536950.0,3064750.0,-0.36367542,1.2605313,7.526587,11.767833,489.9625,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,29.543732,64.400185,1.0,9718.347,283.7477,-14922.598,0.63796717,-14854.671,3.0,2.0,1.0,0.0914,1.7099999,,24.529999,,26.0,0.20213374,0.3552348,0.25766683,0.21911584,0.23042502,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.065,0.00064791116,May 2019,13.064549343810322,50.65546469337872,4537650.0,3064950.0,2.09,8.19,23.13,24.4,514.6368,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,29.539785,64.39969,1.0,9743.033,282.99033,-14922.758,0.6398191,-14854.664,3.0,2.0,1.0,0.09284049,1.7352086,,24.213093,,26.0,0.20332825,0.35636202,0.25791967,0.22029333,0.62062603,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.075,0.001208779,May 2019,13.074499266497904,50.65609905368445,4538350.0,3065050.0,0.6892645,2.3906994,6.7141514,8.444643,562.8605,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,29.533243,64.39887,1.0,9782.484,281.7677,-14923.014,0.642794,-14854.65,3.0,2.0,1.0,0.09554284,1.7602425,,23.86175,,25.878624,0.20462169,0.35804436,0.25790924,0.22173321,1.2188843,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.085,0.0032794015,May 2019,13.083095502890965,50.65766846445476,4538950.0,3065250.0,0.39395863,2.628176,9.771999,12.14825,521.253,2.0,Artificial surfaces; urban fabric; discontinuous urban fabric,Urban (discontinuous),Sachsen,5,29.52583,64.39795,1.0,9828.55,280.35193,-14923.311,0.6462527,-14854.638,3.0,2.0,1.0,0.10216937,1.6765739,,24.541536,,25.029837,0.20162947,0.35900992,0.254679,0.21999015,1.4311837,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.095,0.0029258812,May 2019,13.096929359185044,50.6527989191864,4539950.0,3064750.0,-0.07264961,1.1020068,4.0577946,6.534813,597.6356,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,29.521809,64.397446,1.0,9870.042,279.21494,-14923.558,0.6491935,-14854.627,3.0,2.0,1.0,0.11314082,1.4585462,,26.46085,,23.603344,0.19331008,0.35847667,0.24752048,0.21390727,0.6465503,False
2019-05-27,0,2019-05-27T10:50:00+00:00,2019-05-27T12:50:00+02:00,10.833333,12.833333,32.584805,50.655,13.105,0.0015997686,May 2019,13.105466260414213,50.65346860480809,4540550.0,3064850.0,-0.09573349,0.9834994,3.3939977,5.1109962,618.3711,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,29.52181,64.397446,1.0,9873.717,279.13275,-14923.576,0.64943063,-14854.628,3.0,2.0,1.0,0.1166,1.36,,27.39,,23.0,0.18941872,0.35771686,0.24461272,0.21094982,0.20576535,False
