n_files,n_rows,date_start,date_end,missing_dates,mean_cloud_fraction,median_cloud_fraction,near_overcast_share,qc_pass_rate,cth_availability,cot_availability,cwp_availability,mean_cth,mean_cot,mean_cwp,lowest_cf_days,highest_cf_days,cloudiest_top_lulc,least_cloudy_top_lulc
25,1216464,2019-05-01,2019-05-30,"2019-05-06, 2019-05-13, 2019-05-15, 2019-05-22, 2019-05-29",0.8171444164432334,0.99735314,0.6041025463967696,0.8683627300109169,0.735600067079667,0.44921592418682343,0.44921592418682343,4635.872738004975,22.121003310382278,224.91917519264203,2019-05-18 (0.261); 2019-05-01 (0.554); 2019-05-12 (0.631),2019-05-04 (1.000); 2019-05-11 (1.000); 2019-05-16 (1.000),Woodland-shrub (0.835),Arable land (0.803)
